일련번호,시장/마트 번호,시장/마트 이름,품목 번호,품목 이름,실판매규격,가격(원),년도-월,비고,시장유형 구분(시장/마트) 코드,시장유형 구분(시장/마트) 이름,자치구 코드,자치구 이름,점검일자
1719035,120,망원시장,308,무(1kg),1개,2000,21-Dec,국내무,1,전통시장,440000,마포구,2021-12-30
1719036,120,망원시장,24,양파,1망,3500,21-Dec,국내양파,1,전통시장,440000,마포구,2021-12-30
1719037,120,망원시장,23,상추,1봉지,1000,21-Dec,적상추,1,전통시장,440000,마포구,2021-12-30
1719038,120,망원시장,22,오이,1개,660,21-Dec,다다기오이,1,전통시장,440000,마포구,2021-12-30
1719039,120,망원시장,312,애호박,1개,1500,21-Dec,인큐애호박,1,전통시장,440000,마포구,2021-12-30
1719040,120,망원시장,58,"쇠고기(한우,불고기)",600g,31000,21-Dec,국내한우,1,전통시장,440000,마포구,2021-12-30
1719041,120,망원시장,99,돼지고기(생삼겹살),600g,16080,21-Dec,녹차먹인삼겹,1,전통시장,440000,마포구,2021-12-30
1719042,120,망원시장,283,닭고기(육계),1마리,7000,21-Dec,목우촌,1,전통시장,440000,마포구,2021-12-30
1719043,120,망원시장,171,달걀(10개),10개,4000,21-Dec,특란,1,전통시장,440000,마포구,2021-12-30
1719044,120,망원시장,320,달걀(30개),30개,7500,21-Dec,특란,1,전통시장,440000,마포구,2021-12-30
1719045,120,망원시장,260,"조기(냉동,수입산)",1마리,3330,21-Dec,중국산부세,1,전통시장,440000,마포구,2021-12-30
1719046,120,망원시장,152,"명태(러시아,냉동)",1마리,2500,21-Dec,러시아,1,전통시장,440000,마포구,2021-12-30
1719047,120,망원시장,256,"오징어(냉동,국산)",1마리,5000,21-Dec,국산,1,전통시장,440000,마포구,2021-12-30
1719048,120,망원시장,266,"고등어(생물,국산)",1마리,5000,21-Dec,국산,1,전통시장,440000,마포구,2021-12-30
1719049,123,홈플러스 월드컵점,28,사과,1개 300g,1300,21-Dec,실속사과,2,대형마트,440000,마포구,2021-12-30
1719050,123,홈플러스 월드컵점,27,배,1개600g,3990,21-Dec,실속배,2,대형마트,440000,마포구,2021-12-30
1719051,123,홈플러스 월드컵점,26,배추,1통,4290,21-Dec,속이꽉찬해남배추,2,대형마트,440000,마포구,2021-12-30
1719052,123,홈플러스 월드컵점,308,무(1kg),1개,1890,21-Dec,국내무,2,대형마트,440000,마포구,2021-12-30
1719053,123,홈플러스 월드컵점,309,양파(1.5kg망),1망106kg,3990,21-Dec,국내양파,2,대형마트,440000,마포구,2021-12-30
1719054,123,홈플러스 월드컵점,23,상추,150g,1990,21-Dec,적상추,2,대형마트,440000,마포구,2021-12-30
1719055,123,홈플러스 월드컵점,22,오이,1개,1290,21-Dec,다다기오이,2,대형마트,440000,마포구,2021-12-30
1719056,123,홈플러스 월드컵점,312,애호박,1개,2290,21-Dec,인큐애호박,2,대형마트,440000,마포구,2021-12-30
1719057,123,홈플러스 월드컵점,58,"쇠고기(한우,불고기)",600,37800,21-Dec,국내한우,2,대형마트,440000,마포구,2021-12-30
1719058,123,홈플러스 월드컵점,52,돼지고기(삼겹살),600,13140,21-Dec,프로포크삼겹,2,대형마트,440000,마포구,2021-12-30
1719059,123,홈플러스 월드컵점,283,닭고기(육계),1050g,7490,21-Dec,황금닭,2,대형마트,440000,마포구,2021-12-30
1719060,123,홈플러스 월드컵점,171,달걀(10개),10개,4000,21-Dec,특란,2,대형마트,440000,마포구,2021-12-30
1719061,123,홈플러스 월드컵점,320,달걀(30개),30개,6490,21-Dec,특란,2,대형마트,440000,마포구,2021-12-30
1719062,123,홈플러스 월드컵점,136,"조기(국산,생물)",1마리24cm,1190,21-Dec,국산참조기,2,대형마트,440000,마포구,2021-12-30
1719063,123,홈플러스 월드컵점,152,"명태(러시아,냉동)",1마리28cm,3490,21-Dec,러시아,2,대형마트,440000,마포구,2021-12-30
1719064,123,홈플러스 월드컵점,256,"오징어(냉동,국산)",1마리28cm,5990,21-Dec,국산,2,대형마트,440000,마포구,2021-12-30
1719065,123,홈플러스 월드컵점,266,"고등어(생물,국산)",1마리28cm,3990,21-Dec,국산,2,대형마트,440000,마포구,2021-12-30
1719066,223,홈플러스 목동점,28,사과,1개,2800,21-Dec,"국내산,청송부사",2,대형마트,470000,양천구,2021-12-30
1719067,223,홈플러스 목동점,27,배,1개,4500,21-Dec,"국내산,나주신고배",2,대형마트,470000,양천구,2021-12-30
1719068,223,홈플러스 목동점,26,배추,1포기,4290,21-Dec,"국내산,해남",2,대형마트,470000,양천구,2021-12-30
1719069,223,홈플러스 목동점,25,무,1개,900,21-Dec,국내산,2,대형마트,470000,양천구,2021-12-30
1719070,223,홈플러스 목동점,24,양파,1망,3990,21-Dec,"국내산,무안",2,대형마트,470000,양천구,2021-12-30
1719071,223,홈플러스 목동점,23,상추,100g,1000,21-Dec,국내산,2,대형마트,470000,양천구,2021-12-30
1719072,223,홈플러스 목동점,22,오이,1개,1000,21-Dec,국내산,2,대형마트,470000,양천구,2021-12-30
1719073,223,홈플러스 목동점,312,애호박,1개,1950,21-Dec,"국내산,진주드림",2,대형마트,470000,양천구,2021-12-30
1719074,223,홈플러스 목동점,278,쇠고기,100g,6280,21-Dec,"국내산,음성농협",2,대형마트,470000,양천구,2021-12-30
1719075,223,홈플러스 목동점,285,돼지고기,100g,2990,21-Dec,"국내산,일품포크",2,대형마트,470000,양천구,2021-12-30
1719076,223,홈플러스 목동점,18,닭고기,1kg,6990,21-Dec,"국내산,하림",2,대형마트,470000,양천구,2021-12-30
1719077,223,홈플러스 목동점,171,달걀(10개),10개,4000,21-Dec,"국내산,신선대란",2,대형마트,470000,양천구,2021-12-30
1719078,223,홈플러스 목동점,320,달걀(30개),30개,6490,21-Dec,"국내산,닭이낳은알,대란",2,대형마트,470000,양천구,2021-12-30
1719079,223,홈플러스 목동점,144,"조기(국산,냉동)",1마리,1200,21-Dec,"국내산,해동참조기",2,대형마트,470000,양천구,2021-12-30
1719080,223,홈플러스 목동점,152,"명태(러시아,냉동)",1마리,3490,21-Dec,"수입산,러시아",2,대형마트,470000,양천구,2021-12-30
1719081,223,홈플러스 목동점,254,"오징어(생물,국산)",1마리,5990,21-Dec,"국내산,생물",2,대형마트,470000,양천구,2021-12-30
1719082,223,홈플러스 목동점,266,"고등어(생물,국산)",1마리,3980,21-Dec,"국내산,생물",2,대형마트,470000,양천구,2021-12-30
1719083,102,목3동시장,28,사과,1개,2500,21-Dec,"국내산,문경부사",1,전통시장,470000,양천구,2021-12-30
1719084,102,목3동시장,276,배(신고),1개,3300,21-Dec,"국내산,나주신고배",1,전통시장,470000,양천구,2021-12-30
1719085,102,목3동시장,307,배추(2.5~3kg),1포기(3kg),5000,21-Dec,"국내산,해남",1,전통시장,470000,양천구,2021-12-30
1719086,102,목3동시장,25,무,1개,1500,21-Dec,국내산,1,전통시장,470000,양천구,2021-12-30
1719087,102,목3동시장,24,양파,1망(1.6kg),3500,21-Dec,"국내산,무안",1,전통시장,470000,양천구,2021-12-30
1719088,102,목3동시장,23,상추,100g,1000,21-Dec,국내산,1,전통시장,470000,양천구,2021-12-30
1719089,102,목3동시장,22,오이,1개,1000,21-Dec,국내산,1,전통시장,470000,양천구,2021-12-30
1719090,102,목3동시장,312,애호박,1개,2000,21-Dec,"국내산,청원",1,전통시장,470000,양천구,2021-12-30
1719091,102,목3동시장,58,"쇠고기(한우,불고기)",600g,42000,21-Dec,"국내산,진천농협",1,전통시장,470000,양천구,2021-12-30
1719092,102,목3동시장,52,돼지고기(삼겹살),600g,17400,21-Dec,"국내산,한돈",1,전통시장,470000,양천구,2021-12-30
1719093,102,목3동시장,18,닭고기,1kg,6500,21-Dec,"국내산,하림",1,전통시장,470000,양천구,2021-12-30
1719094,102,목3동시장,171,달걀(10개),10개,4000,21-Dec,"국내산,정심특란",1,전통시장,470000,양천구,2021-12-30
1719095,102,목3동시장,320,달걀(30개),30개,7800,21-Dec,"국내산,정심특란",1,전통시장,470000,양천구,2021-12-30
1719096,102,목3동시장,303,조기,1마리,3300,21-Dec,"수입산,부세",1,전통시장,470000,양천구,2021-12-30
1719097,102,목3동시장,288,동태,1마리,2500,21-Dec,"수입산,러시아",1,전통시장,470000,양천구,2021-12-30
1719098,102,목3동시장,254,"오징어(생물,국산)",1마리,5000,21-Dec,"국내산,생물",1,전통시장,470000,양천구,2021-12-30
1719099,102,목3동시장,266,"고등어(생물,국산)",1마리,3500,21-Dec,"국내산,생물",1,전통시장,470000,양천구,2021-12-30
1719100,103,신영시장,28,사과,1개(300g),2500,21-Dec,"국내산,충주부사",1,전통시장,470000,양천구,2021-12-30
1719101,103,신영시장,276,배(신고),1개(600g),3300,21-Dec,"국내산,나주신고배",1,전통시장,470000,양천구,2021-12-30
1719102,103,신영시장,307,배추(2.5~3kg),1포기(3kg),5000,21-Dec,국내산해남52망,1,전통시장,470000,양천구,2021-12-30
1719103,103,신영시장,25,무,1개(2kg),1500,21-Dec,국내산,1,전통시장,470000,양천구,2021-12-30
1719104,103,신영시장,24,양파,1망,2500,21-Dec,"국내산,무안",1,전통시장,470000,양천구,2021-12-30
1719105,103,신영시장,23,상추,100g,1000,21-Dec,국내산,1,전통시장,470000,양천구,2021-12-30
1719106,103,신영시장,22,오이,1개,700,21-Dec,국내산,1,전통시장,470000,양천구,2021-12-30
1719107,103,신영시장,312,애호박,1개,2000,21-Dec,"국내산,초로미",1,전통시장,470000,양천구,2021-12-30
1719108,103,신영시장,58,"쇠고기(한우,불고기)",600g,30000,21-Dec,"국내산,안심한우",1,전통시장,470000,양천구,2021-12-30
1719109,103,신영시장,52,돼지고기(삼겹살),600g,15000,21-Dec,"국내산,안심",1,전통시장,470000,양천구,2021-12-30
1719110,103,신영시장,18,닭고기,1kg,6500,21-Dec,"국내산,하림",1,전통시장,470000,양천구,2021-12-30
1719111,103,신영시장,171,달걀(10개),10개,4500,21-Dec,"국내산,특란",1,전통시장,470000,양천구,2021-12-30
1719112,103,신영시장,320,달걀(30개),10개,7000,21-Dec,"국내산,특란",1,전통시장,470000,양천구,2021-12-30
1719113,103,신영시장,303,조기,1마리,2000,21-Dec,"수입산,부세",1,전통시장,470000,양천구,2021-12-30
1719114,103,신영시장,288,동태,1마리,3000,21-Dec,"수입산,러시아",1,전통시장,470000,양천구,2021-12-30
1719115,103,신영시장,254,"오징어(생물,국산)",1마리,4000,21-Dec,"국내산,생물",1,전통시장,470000,양천구,2021-12-30
1719116,103,신영시장,266,"고등어(생물,국산)",1마리,3000,21-Dec,"국내산,생물",1,전통시장,470000,양천구,2021-12-30
1719117,214,이마트 목동점,28,사과,1개,1745,21-Dec,"국내산,부세",2,대형마트,470000,양천구,2021-12-30
1719118,214,이마트 목동점,276,배(신고),1개,4450,21-Dec,"국내산,나주신고배",2,대형마트,470000,양천구,2021-12-30
1719119,214,이마트 목동점,307,배추(2.5~3kg),1포기,3680,21-Dec,"국내산,해남",2,대형마트,470000,양천구,2021-12-30
1719120,214,이마트 목동점,25,무,1개,1650,21-Dec,국내산,2,대형마트,470000,양천구,2021-12-30
1719121,214,이마트 목동점,24,양파,1망,2980,21-Dec,"국내산,무안",2,대형마트,470000,양천구,2021-12-30
1719122,214,이마트 목동점,23,상추,100g,840,21-Dec,국내산,2,대형마트,470000,양천구,2021-12-30
1719123,214,이마트 목동점,22,오이,1개,1200,21-Dec,국내산,2,대형마트,470000,양천구,2021-12-30
1719124,214,이마트 목동점,312,애호박,1개,2180,21-Dec,"국내산,진주드림",2,대형마트,470000,양천구,2021-12-30
1719125,214,이마트 목동점,58,"쇠고기(한우,불고기)",600g,51960,21-Dec,"국내산,횡성1++",2,대형마트,470000,양천구,2021-12-30
1719126,214,이마트 목동점,52,돼지고기(삼겹살),600g,16080,21-Dec,"국내산,도드람",2,대형마트,470000,양천구,2021-12-30
1719127,214,이마트 목동점,18,닭고기,1kg,6880,21-Dec,"국내산,동우",2,대형마트,470000,양천구,2021-12-30
1719128,214,이마트 목동점,171,달걀(10개),10개,3980,21-Dec,"국내산,1+등급특란",2,대형마트,470000,양천구,2021-12-30
1719129,214,이마트 목동점,320,달걀(30개),30개,6480,21-Dec,"국내산,일판특란",2,대형마트,470000,양천구,2021-12-30
1719130,214,이마트 목동점,303,조기,1마리,3980,21-Dec,"국내산,백조기",2,대형마트,470000,양천구,2021-12-30
1719131,214,이마트 목동점,288,동태,1마리,4980,21-Dec,"수입산,러시아",2,대형마트,470000,양천구,2021-12-30
1719132,214,이마트 목동점,254,"오징어(생물,국산)",1마리,6480,21-Dec,"국내산,생물",2,대형마트,470000,양천구,2021-12-30
1719133,214,이마트 목동점,266,"고등어(생물,국산)",1마리,3890,21-Dec,"국내산,생물",2,대형마트,470000,양천구,2021-12-30
1719134,213,화곡본동시장,50,사과(부사),1개(280g),1667,21-Dec,"국내산,부사6개10000원",1,전통시장,500000,강서구,2021-12-30
1719135,213,화곡본동시장,276,배(신고),1개(600g),3500,21-Dec,국내산.신고,1,전통시장,500000,강서구,2021-12-30
1719136,213,화곡본동시장,307,배추(2.5~3kg),1포기(3kg),4000,21-Dec,"국내산,통배추",1,전통시장,500000,강서구,2021-12-30
1719137,213,화곡본동시장,25,무,1개,1500,21-Dec,"국내산,세척무",1,전통시장,500000,강서구,2021-12-30
1719138,213,화곡본동시장,309,양파(1.5kg망),"1망(1,5kg)",3000,21-Dec,국내산(무안)5개,1,전통시장,500000,강서구,2021-12-30
1719139,213,화곡본동시장,310,상추(100g),100g,750,21-Dec,"국내산,400g3000원",1,전통시장,500000,강서구,2021-12-30
1719140,213,화곡본동시장,22,오이,1개,1000,21-Dec,"국내산,백오이",1,전통시장,500000,강서구,2021-12-30
1719141,213,화곡본동시장,119,호박(인큐베이터),1개,1500,21-Dec,"국내산,인큐베이터",1,전통시장,500000,강서구,2021-12-30
1719142,213,화곡본동시장,58,"쇠고기(한우,불고기)",600g(1+등급),30000,21-Dec,"국내산,한우",1,전통시장,500000,강서구,2021-12-30
1719143,213,화곡본동시장,99,돼지고기(생삼겹살),600g,17900,21-Dec,"국내산,생삼겹살",1,전통시장,500000,강서구,2021-12-30
1719144,213,화곡본동시장,283,닭고기(육계),1마리(1.3kg),7000,21-Dec,"국내산,생닭(하림)",1,전통시장,500000,강서구,2021-12-30
1719145,213,화곡본동시장,171,달걀(10개),10개,2500,21-Dec,"국내산,왕란",1,전통시장,500000,강서구,2021-12-30
1719146,213,화곡본동시장,320,달걀(30개),30개,7500,21-Dec,"국내산,왕란",1,전통시장,500000,강서구,2021-12-30
1719147,213,화곡본동시장,258,"조기(생물,국산)",1마리(19cm),1430,21-Dec,"국내산,생물7마리10000원",1,전통시장,500000,강서구,2021-12-30
1719148,213,화곡본동시장,264,"명태(냉동,수입산)",1마리(45cm),4000,21-Dec,수입산(러시아)냉동,1,전통시장,500000,강서구,2021-12-30
1719149,213,화곡본동시장,256,"오징어(냉동,국산)",1마리(25cm),3500,21-Dec,"국내산,냉동",1,전통시장,500000,강서구,2021-12-30
1719150,213,화곡본동시장,266,"고등어(생물,국산)",1마리(30cm),3000,21-Dec,"국내산,생물",1,전통시장,500000,강서구,2021-12-30
1719151,42,이마트 가양점,28,사과,1개(260g),1996,21-Dec,"국내산,엔비사과5개(1.3kg)9980원(행사)전9980원",2,대형마트,500000,강서구,2021-12-30
1719152,42,이마트 가양점,276,배(신고),1개(700g),4450,21-Dec,"국내산,신고2개(1.4kg)8900원",2,대형마트,500000,강서구,2021-12-30
1719153,42,이마트 가양점,307,배추(2.5~3kg),1포기(3kg),4980,21-Dec,"국내산,통배추",2,대형마트,500000,강서구,2021-12-30
1719154,42,이마트 가양점,25,무,1개,1580,21-Dec,"국내산,세척무",2,대형마트,500000,강서구,2021-12-30
1719155,42,이마트 가양점,24,양파,"1망(1,8kg)",3980,21-Dec,국내산(무안)8개,2,대형마트,500000,강서구,2021-12-30
1719156,42,이마트 가양점,310,상추(100g),100g,940,21-Dec,"국내산,1봉(200g)1880원",2,대형마트,500000,강서구,2021-12-30
1719157,42,이마트 가양점,22,오이,1개,1260,21-Dec,"국내산,백오이3개3780원",2,대형마트,500000,강서구,2021-12-30
1719158,42,이마트 가양점,119,호박(인큐베이터),1개,2180,21-Dec,"국내산,인큐베이터",2,대형마트,500000,강서구,2021-12-30
1719159,42,이마트 가양점,58,"쇠고기(한우,불고기)",600g(1+등급),38280,21-Dec,"국내산,한우",2,대형마트,500000,강서구,2021-12-30
1719160,42,이마트 가양점,99,돼지고기(생삼겹살),600g,15480,21-Dec,"국내산,생삼겹살",2,대형마트,500000,강서구,2021-12-30
1719161,42,이마트 가양점,283,닭고기(육계),1마리(1kg),6680,21-Dec,"국내산,무항생제통닭",2,대형마트,500000,강서구,2021-12-30
1719162,42,이마트 가양점,171,달걀(10개),10개,3980,21-Dec,"국내산,특란",2,대형마트,500000,강서구,2021-12-30
1719163,42,이마트 가양점,320,달걀(30개),30개,6480,21-Dec,"국내산,특란",2,대형마트,500000,강서구,2021-12-30
1719164,42,이마트 가양점,258,"조기(생물,국산)",1마리(19cm),1190,21-Dec,"국내산,3마리3570원",2,대형마트,500000,강서구,2021-12-30
1719165,42,이마트 가양점,152,"명태(러시아,냉동)",1마리(45cm),4980,21-Dec,수입산(러시아)손질동태,2,대형마트,500000,강서구,2021-12-30
1719166,42,이마트 가양점,256,"오징어(냉동,국산)",1마리(25cm),3690,21-Dec,"국내산,2마리7380원",2,대형마트,500000,강서구,2021-12-30
1719167,42,이마트 가양점,266,"고등어(생물,국산)",1마리(30cm),3490,21-Dec,"국내산,2마리6980원(손질)",2,대형마트,500000,강서구,2021-12-30
1719168,38,송화시장,28,사과,1개(300g),2000,21-Dec,"국내산,청송부사",1,전통시장,500000,강서구,2021-12-30
1719169,38,송화시장,276,배(신고),1개(600g),3333,21-Dec,"국내산,샌고3개10000원",1,전통시장,500000,강서구,2021-12-30
1719170,38,송화시장,307,배추(2.5~3kg),1포기(3kg),5000,21-Dec,"국내산,통배추",1,전통시장,500000,강서구,2021-12-30
1719171,38,송화시장,25,무,1개,2000,21-Dec,"국내산,세척무",1,전통시장,500000,강서구,2021-12-30
1719172,38,송화시장,309,양파(1.5kg망),"1망(1,5kg)",3000,21-Dec,국내산(무안)5개,1,전통시장,500000,강서구,2021-12-30
1719173,38,송화시장,310,상추(100g),100g,1000,21-Dec,"국내산,400g4000원",1,전통시장,500000,강서구,2021-12-30
1719174,38,송화시장,22,오이,1개,1250,21-Dec,"국내산,백오이2개2500원",1,전통시장,500000,강서구,2021-12-30
1719175,38,송화시장,119,호박(인큐베이터),1개,2000,21-Dec,"국내산,인큐베이터",1,전통시장,500000,강서구,2021-12-30
1719176,38,송화시장,58,"쇠고기(한우,불고기)",600g(1+등급),33000,21-Dec,"국내산,한우",1,전통시장,500000,강서구,2021-12-30
1719177,38,송화시장,99,돼지고기(생삼겹살),600g,15500,21-Dec,"국내산,생삼겹살",1,전통시장,500000,강서구,2021-12-30
1719178,38,송화시장,283,닭고기(육계),1마리(1kg),6000,21-Dec,"국내산,생닭(마니커)",1,전통시장,500000,강서구,2021-12-30
1719179,38,송화시장,171,달걀(10개),10개,2667,21-Dec,"국내산,왕란",1,전통시장,500000,강서구,2021-12-30
1719180,38,송화시장,320,달걀(30개),30개,8000,21-Dec,"국내산,왕란",1,전통시장,500000,강서구,2021-12-30
1719181,38,송화시장,258,"조기(생물,국산)",1마리(19cm),1250,21-Dec,"국내산,8마리10000원",1,전통시장,500000,강서구,2021-12-30
1719182,38,송화시장,152,"명태(러시아,냉동)",1마리(45cm),3500,21-Dec,수입산(러시아)냉동,1,전통시장,500000,강서구,2021-12-30
1719183,38,송화시장,256,"오징어(냉동,국산)",1마리(25cm),3333,21-Dec,국내산3마리10000원,1,전통시장,500000,강서구,2021-12-30
1719184,38,송화시장,266,"고등어(생물,국산)",1마리(30cm),4000,21-Dec,"국내산,생물",1,전통시장,500000,강서구,2021-12-30
1719185,40,홈플러스 등촌점,28,사과,1개(260g),1300,21-Dec,"국내산,부사5개(1.3kg)6500원",2,대형마트,500000,강서구,2021-12-30
1719186,40,홈플러스 등촌점,276,배(신고),1개(600g),3300,21-Dec,"국내산,신고3개(1.8kg)9990원",2,대형마트,500000,강서구,2021-12-30
1719187,40,홈플러스 등촌점,307,배추(2.5~3kg),1포기(3kg),4290,21-Dec,"국내산,통배추",2,대형마트,500000,강서구,2021-12-30
1719188,40,홈플러스 등촌점,25,무,1개,1890,21-Dec,"국내산,세척무",2,대형마트,500000,강서구,2021-12-30
1719189,40,홈플러스 등촌점,24,양파,"1망(1,8kg)",3990,21-Dec,국내산(무안)8개,2,대형마트,500000,강서구,2021-12-30
1719190,40,홈플러스 등촌점,310,상추(100g),100g,995,21-Dec,"국내산,1봉(200g)1990원",2,대형마트,500000,강서구,2021-12-30
1719191,40,홈플러스 등촌점,311,오이(다다기),1개,1163,21-Dec,"국내산,다다기3개3490원",2,대형마트,500000,강서구,2021-12-30
1719192,40,홈플러스 등촌점,119,호박(인큐베이터),1개,2290,21-Dec,"국내산,인큐베이터",2,대형마트,500000,강서구,2021-12-30
1719193,40,홈플러스 등촌점,58,"쇠고기(한우,불고기)",600g(1+등급),35400,21-Dec,"국내산,한우",2,대형마트,500000,강서구,2021-12-30
1719194,40,홈플러스 등촌점,99,돼지고기(생삼겹살),600g,17940,21-Dec,"국내산,생삼겹살",2,대형마트,500000,강서구,2021-12-30
1719195,40,홈플러스 등촌점,283,닭고기(육계),1마리(1kg),6990,21-Dec,"국내산,무항생제생닭",2,대형마트,500000,강서구,2021-12-30
1719196,40,홈플러스 등촌점,171,달걀(10개),10개,4300,21-Dec,"국내산,특란",2,대형마트,500000,강서구,2021-12-30
1719197,40,홈플러스 등촌점,320,달걀(30개),30개,6990,21-Dec,"국내산,특란",2,대형마트,500000,강서구,2021-12-30
1719198,40,홈플러스 등촌점,136,"조기(국산,생물)",1마리(19cm),1190,21-Dec,"국내산,5마리5950원",2,대형마트,500000,강서구,2021-12-30
1719199,40,홈플러스 등촌점,264,"명태(냉동,수입산)",1마리(45cm),3490,21-Dec,수입산(러시아)손질동태,2,대형마트,500000,강서구,2021-12-30
1719200,40,홈플러스 등촌점,256,"오징어(냉동,국산)",1마리(25cm),4990,21-Dec,"국내산,냉동",2,대형마트,500000,강서구,2021-12-30
1719201,40,홈플러스 등촌점,266,"고등어(생물,국산)",1마리(30cm),4990,21-Dec,"국내산,생물",2,대형마트,500000,강서구,2021-12-30
1719202,109,고척근린시장,28,사과,1개(200g),1500,21-Dec,"국내산,부사",1,전통시장,530000,구로구,2021-12-30
1719203,109,고척근린시장,27,배,1개(700g),3500,21-Dec,"국내산,신고",1,전통시장,530000,구로구,2021-12-30
1719204,109,고척근린시장,307,배추(2.5~3kg),1포기(3kg),3500,21-Dec,"국내산,포기배추",1,전통시장,530000,구로구,2021-12-30
1719205,109,고척근린시장,308,무(1kg),1개(1kg),1500,21-Dec,국내산,1,전통시장,530000,구로구,2021-12-30
1719206,109,고척근린시장,309,양파(1.5kg망),1망(1.5kg),2500,21-Dec,국내산,1,전통시장,530000,구로구,2021-12-30
1719207,109,고척근린시장,23,상추,100g,700,21-Dec,"국내산,적상추",1,전통시장,530000,구로구,2021-12-30
1719208,109,고척근린시장,22,오이,1개(200g),1000,21-Dec,"국내산,백오이",1,전통시장,530000,구로구,2021-12-30
1719209,109,고척근린시장,312,애호박,1개(300g),1500,21-Dec,"국내산,청원",1,전통시장,530000,구로구,2021-12-30
1719210,109,고척근린시장,278,쇠고기,600g,30000,21-Dec,"국내산,한우,불고기",1,전통시장,530000,구로구,2021-12-30
1719211,109,고척근린시장,285,돼지고기,600g,15800,21-Dec,"국내산,생삼겹살",1,전통시장,530000,구로구,2021-12-30
1719212,109,고척근린시장,283,닭고기(육계),1마리(1000g),6500,21-Dec,"국내산,생닭",1,전통시장,530000,구로구,2021-12-30
1719213,109,고척근린시장,171,달걀(10개),10개,3000,21-Dec,"국내산,특란",1,전통시장,530000,구로구,2021-12-30
1719214,109,고척근린시장,320,달걀(30개),30개,6500,21-Dec,"국내산,특란",1,전통시장,530000,구로구,2021-12-30
1719215,109,고척근린시장,144,"조기(국산,냉동)",1마리(15cm),1000,21-Dec,"국내산,냉동,참조기",1,전통시장,530000,구로구,2021-12-30
1719216,109,고척근린시장,264,"명태(냉동,수입산)",1마리(45cm),4000,21-Dec,"수입산,냉동,러시아",1,전통시장,530000,구로구,2021-12-30
1719217,109,고척근린시장,254,"오징어(생물,국산)",1마리(30cm),4000,21-Dec,"국내산,생물",1,전통시장,530000,구로구,2021-12-30
1719218,109,고척근린시장,266,"고등어(생물,국산)",1마리(25cm),3000,21-Dec,"국내산,생물",1,전통시장,530000,구로구,2021-12-30
1719219,108,남구로시장,28,사과,1개(200g),1500,21-Dec,"국내산,부사",1,전통시장,530000,구로구,2021-12-30
1719220,108,남구로시장,276,배(신고),1개(700g),3000,21-Dec,"국내산,신고",1,전통시장,530000,구로구,2021-12-30
1719221,108,남구로시장,307,배추(2.5~3kg),1포기(3kg),4000,21-Dec,"국내산,포기배추",1,전통시장,530000,구로구,2021-12-30
1719222,108,남구로시장,308,무(1kg),1개(1kg),1500,21-Dec,국내산,1,전통시장,530000,구로구,2021-12-30
1719223,108,남구로시장,309,양파(1.5kg망),1망(1.5kg),2000,21-Dec,국내산,1,전통시장,530000,구로구,2021-12-30
1719224,108,남구로시장,23,상추,100g,700,21-Dec,"국내산,적상추",1,전통시장,530000,구로구,2021-12-30
1719225,108,남구로시장,22,오이,1개(200g),1000,21-Dec,"국내산,백오이",1,전통시장,530000,구로구,2021-12-30
1719226,108,남구로시장,312,애호박,1개(300g),1500,21-Dec,"국내산,웰빙",1,전통시장,530000,구로구,2021-12-30
1719227,108,남구로시장,278,쇠고기,600g,33000,21-Dec,"국내산,한우,등심로스",1,전통시장,530000,구로구,2021-12-30
1719228,108,남구로시장,285,돼지고기,600g,15800,21-Dec,"국내산,생삼겹살",1,전통시장,530000,구로구,2021-12-30
1719229,108,남구로시장,283,닭고기(육계),1마리(1000g),6500,21-Dec,"국내산,생닭",1,전통시장,530000,구로구,2021-12-30
1719230,108,남구로시장,171,달걀(10개),10개,3000,21-Dec,"국내산,특란",1,전통시장,530000,구로구,2021-12-30
1719231,108,남구로시장,320,달걀(30개),30개,6500,21-Dec,"국내산,특란",1,전통시장,530000,구로구,2021-12-30
1719232,108,남구로시장,144,"조기(국산,냉동)",1마리(15cm),800,21-Dec,"국내산,냉동,참조기",1,전통시장,530000,구로구,2021-12-30
1719233,108,남구로시장,264,"명태(냉동,수입산)",1마리(40cm),4000,21-Dec,"수입산,냉동,러시아",1,전통시장,530000,구로구,2021-12-30
1719234,108,남구로시장,254,"오징어(생물,국산)",1마리(30cm),4000,21-Dec,"국내산,생물",1,전통시장,530000,구로구,2021-12-30
1719235,108,남구로시장,266,"고등어(생물,국산)",1마리(25cm),2500,21-Dec,"국내산,생물",1,전통시장,530000,구로구,2021-12-30
1719254,227,NC백화점 신구로점,28,사과,1개(200g),1650,21-Dec,"국내산,부사",2,대형마트,530000,구로구,2021-12-30
1719255,227,NC백화점 신구로점,27,배,1개(700g),3300,21-Dec,"국내산,신고",2,대형마트,530000,구로구,2021-12-30
1719256,227,NC백화점 신구로점,26,배추,1포기(900g),2990,21-Dec,"국내산,알배기",2,대형마트,530000,구로구,2021-12-30
1719257,227,NC백화점 신구로점,308,무(1kg),1개(1kg),1290,21-Dec,"국내산,제주세척무",2,대형마트,530000,구로구,2021-12-30
1719258,227,NC백화점 신구로점,24,양파,1망(2kg),3990,21-Dec,국내산,2,대형마트,530000,구로구,2021-12-30
1719259,227,NC백화점 신구로점,23,상추,100g,1990,21-Dec,"국내산,적상추",2,대형마트,530000,구로구,2021-12-30
